person_id,name,email,gender,age
803,Lily,li@columbia.edu,male,36
804,Nathalie,na@columbia.edu,male,49
805,Eryka,er@columbia.edu,male,37
806,Ed,ed@columbia.edu,female,31
807,Valeri,va@columbia.edu,male,35
809,Franco,fr@columbia.edu,female,18
810,Farshid,fa@columbia.edu,male,16
811,Ryan,ry@columbia.edu,male,42
812,Cynthia,cy@columbia.edu,female,24
813,Phiphi,ph@columbia.edu,male,49
814,Gail,ga@columbia.edu,female,38
815,Florence,fl@columbia.edu,female,16
816,Matthew,ma@columbia.edu,male,36
818,Stephen,st@columbia.edu,male,26
819,Peggy,pe@columbia.edu,female,21
820,mark,ma@columbia.edu,male,47
821,Jason,ja@columbia.edu,female,37
822,Nala,na@columbia.edu,male,18
823,Kelsey,ke@columbia.edu,female,10
824,Eddie,ed@columbia.edu,female,36
825,Sean,se@columbia.edu,male,32
826,Ted,te@columbia.edu,male,25
827,Mark,ma@columbia.edu,female,48
828,Stella,st@columbia.edu,male,46
829,Donald,do@columbia.edu,male,18
830,Peter,pe@columbia.edu,male,21
831,S,s@columbia.edu,female,39
832,DanVy,da@columbia.edu,male,35
833,Nick,ni@columbia.edu,male,33
834,Peri,pe@columbia.edu,male,25
835,Sheila,sh@columbia.edu,female,45
836,Ashley,as@columbia.edu,female,50
837,JoAnn,jo@columbia.edu,female,37
838,Viet,vi@columbia.edu,male,16
839,Shamar,sh@columbia.edu,female,29
840,Jessica,je@columbia.edu,female,30
841,Bijoli,bi@columbia.edu,male,15
842,Ashley,as@columbia.edu,male,36
843,Katrina,ka@columbia.edu,male,22
844,Jay,ja@columbia.edu,female,48
845,Will,wi@columbia.edu,male,15
846,Jim,ji@columbia.edu,male,15
847,Jason,ja@columbia.edu,male,20
848,Kip,ki@columbia.edu,male,23
849,Nick,ni@columbia.edu,female,15
850,Kimberly,ki@columbia.edu,female,40
851,Brian,br@columbia.edu,male,14
852,Ben,be@columbia.edu,female,14
853,Laurie,la@columbia.edu,male,20
854,Ellen,el@columbia.edu,female,43
855,Jeremy,je@columbia.edu,female,16
856,L,l@columbia.edu,female,22
857,Salma,sa@columbia.edu,female,43
858,Bobby Zhongbo,bo@columbia.edu,male,48
859,Mary-Joyce,ma@columbia.edu,female,43
860,Erich,er@columbia.edu,female,12
861,Christine,ch@columbia.edu,female,10
862,Alyssa,al@columbia.edu,female,42
863,Sam,sa@columbia.edu,female,30
864,Kasha,ka@columbia.edu,female,24
865,Ron,ro@columbia.edu,male,36
866,Henry,he@columbia.edu,male,36
867,Alex,al@columbia.edu,male,42
868,Shuli,sh@columbia.edu,female,14
869,Mike,mi@columbia.edu,female,34
870,Lisa,li@columbia.edu,male,14
871,Jake,ja@columbia.edu,male,41
872,Maria,ma@columbia.edu,female,25
873,Hayley,ha@columbia.edu,male,38
874,Triix,tr@columbia.edu,male,48
875,Julia,ju@columbia.edu,male,29
876,Stephanie,st@columbia.edu,male,28
877,Corinne,co@columbia.edu,male,34
878,Eric,er@columbia.edu,female,18
879,Jessica,je@columbia.edu,male,30
880,Derek,de@columbia.edu,female,21
881,Ken,ke@columbia.edu,female,20
882,Jonathan,jo@columbia.edu,female,15
883,Megan,me@columbia.edu,female,32
884,Torrey,to@columbia.edu,male,38
885,Helen,he@columbia.edu,male,23
886,G,g@columbia.edu,female,40
887,Sy,sy@columbia.edu,male,11
888,Christine,ch@columbia.edu,female,50
889,Marci,ma@columbia.edu,female,25
890,Jefferson,je@columbia.edu,female,40
891,Robert,ro@columbia.edu,male,35
892,Chris,ch@columbia.edu,female,27
893,S,s@columbia.edu,male,18
894,Jason,ja@columbia.edu,female,44
895,Dave,da@columbia.edu,female,22
896,Samantha,sa@columbia.edu,male,16
897,Kayden,ka@columbia.edu,male,11
898,Michael,mi@columbia.edu,male,42
899,Nick,ni@columbia.edu,male,17
900,D,d@columbia.edu,male,22
901,Stella,st@columbia.edu,male,40
902,Kayla,ka@columbia.edu,male,37
903,Dena,de@columbia.edu,male,29
904,X,x@columbia.edu,female,21
905,Erika,er@columbia.edu,female,38
906,Jessica,je@columbia.edu,female,10
907,Benjamin,be@columbia.edu,female,14
908,Doug,do@columbia.edu,female,38
909,Kimberlee,ki@columbia.edu,female,18
910,Jim,ji@columbia.edu,female,20
911,Ches,ch@columbia.edu,female,43
912,Vu,vu@columbia.edu,female,31
913,Jessica,je@columbia.edu,male,34
914,alicia,al@columbia.edu,female,20
915,rebecca,re@columbia.edu,male,34
916,Ruth,ru@columbia.edu,female,35
917,Mike,mi@columbia.edu,male,31
918,Elizabeth,el@columbia.edu,female,23
919,Brian,br@columbia.edu,female,25
920,Megan,me@columbia.edu,female,20
921,Chih,ch@columbia.edu,male,28
922,Cathy,ca@columbia.edu,male,37
923,Jacki,ja@columbia.edu,male,49
924,Linda,li@columbia.edu,female,18
925,Mark,ma@columbia.edu,male,30
926,valerie,va@columbia.edu,male,49
927,Laura,la@columbia.edu,male,20
928,Kathy,ka@columbia.edu,male,34
929,Larry,la@columbia.edu,female,10
930,Patch,pa@columbia.edu,female,37
931,Anish,an@columbia.edu,female,26
932,Josh,jo@columbia.edu,male,35
933,Anthony,an@columbia.edu,male,39
934,Heathet,he@columbia.edu,female,32
935,Kate,ka@columbia.edu,male,30
936,Jenny,je@columbia.edu,female,20
937,James,ja@columbia.edu,male,49
938,Lindsay,li@columbia.edu,female,35
939,Julian,ju@columbia.edu,male,38
940,Ashley,as@columbia.edu,female,34
941,W. J.,w.@columbia.edu,female,16
942,Jowena,jo@columbia.edu,male,32
943,Michael,mi@columbia.edu,female,42
944,G,g@columbia.edu,male,12
945,Rachel,ra@columbia.edu,female,15
946,Brian,br@columbia.edu,female,18
947,Linda,li@columbia.edu,female,16
948,sangmin,sa@columbia.edu,female,12
949,Allison,al@columbia.edu,male,26
950,lloyd,ll@columbia.edu,male,29
951,Anthony,an@columbia.edu,male,36
952,Rick,ri@columbia.edu,male,34
953,Christina,ch@columbia.edu,male,33
954,Jeff,je@columbia.edu,male,13
955,Angela,an@columbia.edu,female,41
956,Shelley,sh@columbia.edu,male,44
957,Kota,ko@columbia.edu,female,31
958,Eric,er@columbia.edu,female,47
959,Reena,re@columbia.edu,female,26
960,David,da@columbia.edu,male,28
961,Juli,ju@columbia.edu,male,34
962,Yu,yu@columbia.edu,male,27
963,Shirley,sh@columbia.edu,female,14
964,Brandon,br@columbia.edu,male,19
965,Ken,ke@columbia.edu,female,13
966,Max,ma@columbia.edu,female,34
967,Ian,ia@columbia.edu,male,25
968,Natasha,na@columbia.edu,male,29
969,Ali,al@columbia.edu,male,10
970,Scott,sc@columbia.edu,female,21
971,Melissa,me@columbia.edu,female,39
972,Tracey,tr@columbia.edu,male,17
973,Troy,tr@columbia.edu,female,45
974,K,k@columbia.edu,male,43
975,Celine,ce@columbia.edu,male,25
976,Diana,di@columbia.edu,female,13
977,Kelly,ke@columbia.edu,female,22
978,Craig,cr@columbia.edu,female,26
979,Catherine,ca@columbia.edu,male,31
980,M,m@columbia.edu,male,16
981,Frank,fr@columbia.edu,female,13
982,Marc,ma@columbia.edu,female,36
983,J,j@columbia.edu,male,13
984,Philip,ph@columbia.edu,female,33
985,Danika,da@columbia.edu,female,11
986,Sydney,sy@columbia.edu,female,34
987,Ross,ro@columbia.edu,male,29
988,Robin,ro@columbia.edu,male,49
989,Kate,ka@columbia.edu,female,38
990,Christina,ch@columbia.edu,female,31
991,Heather,he@columbia.edu,female,47
992,Rea,re@columbia.edu,male,19
993,Veronica,ve@columbia.edu,male,47
994,Michael,mi@columbia.edu,female,29
995,Rosanne,ro@columbia.edu,female,22
996,Netty,ne@columbia.edu,male,42
997,Chris,ch@columbia.edu,female,36
998,Karen,ka@columbia.edu,male,11
999,Benjamin,be@columbia.edu,female,27
1000,Sarah,sa@columbia.edu,male,43
1001,michele,mi@columbia.edu,male,38
1002,Jill,ji@columbia.edu,female,23
1003,Emily,em@columbia.edu,male,18
1004,Mike,mi@columbia.edu,female,45
1005,Wit,wi@columbia.edu,female,32
1006,John,jo@columbia.edu,female,18
1007,Lauren,la@columbia.edu,female,12
1008,Toni,to@columbia.edu,male,30
1009,Arnold,ar@columbia.edu,female,47
1010,Dennis,de@columbia.edu,female,46
1011,Theron,th@columbia.edu,male,24
1012,Team,te@columbia.edu,male,19
1013,Tony,to@columbia.edu,male,34
1014,Julie,ju@columbia.edu,female,37
1015,Steven,st@columbia.edu,female,30
1016,JIM,ji@columbia.edu,female,32
1017,Michelle,mi@columbia.edu,female,43
1018,Dani,da@columbia.edu,female,33
1019,Ann,an@columbia.edu,female,17
1020,Dan,da@columbia.edu,male,42
1021,Andrea,an@columbia.edu,female,20
1022,Rebecca,re@columbia.edu,female,24
1023,Cassandra,ca@columbia.edu,female,43
1024,Jason,ja@columbia.edu,female,22
1025,Kim,ki@columbia.edu,female,42
1026,Kelly,ke@columbia.edu,male,34
1027,John,jo@columbia.edu,male,41
1028,Sriram,sr@columbia.edu,female,32
1029,Jane,ja@columbia.edu,male,15
1030,Elizabeth,el@columbia.edu,male,31
1031,Lucy,lu@columbia.edu,female,37
1032,Kyung,ky@columbia.edu,female,20
1033,Henry,he@columbia.edu,female,38
1034,Cache,ca@columbia.edu,male,10
1035,Jean-Pierre,je@columbia.edu,female,31
1036,Mini,mi@columbia.edu,female,37
1037,Lauren,la@columbia.edu,female,33
1038,Virginia,vi@columbia.edu,female,44
1039,Kevin,ke@columbia.edu,male,39
1040,Michael,mi@columbia.edu,male,47
1041,Camie,ca@columbia.edu,male,13
1042,Sheri,sh@columbia.edu,female,36
1043,Brian,br@columbia.edu,female,31
1044,Sarah,sa@columbia.edu,female,19
1045,Kellie,ke@columbia.edu,male,22
1046,Faye,fa@columbia.edu,female,19
1047,Andrew,an@columbia.edu,female,44
1048,Mike,mi@columbia.edu,female,46
1049,Michelle,mi@columbia.edu,female,38
1050,Rayan,ra@columbia.edu,female,27
1051,Hungry,hu@columbia.edu,female,31
1052,Eden,ed@columbia.edu,female,22
1053,Sherwin Edward,sh@columbia.edu,male,46
1054,Heidi,he@columbia.edu,male,49
1055,Monica,mo@columbia.edu,male,10
1056,Laura,la@columbia.edu,female,22
1057,Joanne,jo@columbia.edu,female,31
1058,Jina,ji@columbia.edu,female,13
1059,Hollie,ho@columbia.edu,male,13
1060,C,c@columbia.edu,male,46
1061,Neil,ne@columbia.edu,male,29
1062,Hannah,ha@columbia.edu,male,30
1063,Tara,ta@columbia.edu,female,13
1064,Alan,al@columbia.edu,male,24
1065,Shannon,sh@columbia.edu,female,25
1066,Miguel,mi@columbia.edu,male,28
1067,Patrick,pa@columbia.edu,male,34
1068,Nick,ni@columbia.edu,male,18
1069,Mohamed,mo@columbia.edu,female,27
1070,Sean,se@columbia.edu,female,45
1071,Amy,am@columbia.edu,male,49
1072,Nikki,ni@columbia.edu,female,37
1073,David,da@columbia.edu,female,23
1074,Matt,ma@columbia.edu,male,25
1075,Liz,li@columbia.edu,female,10
1076,Karyn,ka@columbia.edu,female,44
1077,Jessica,je@columbia.edu,male,15
1078,Mickey,mi@columbia.edu,female,13
1079,Brian,br@columbia.edu,female,16
1080,Erin,er@columbia.edu,female,25
1081,Brittany,br@columbia.edu,female,32
1082,Mariana,ma@columbia.edu,male,24
1083,David,da@columbia.edu,male,15
1084,Nathaniel,na@columbia.edu,male,29
1085,Leanne,le@columbia.edu,male,15
1086,Al,al@columbia.edu,female,13
1087,Nish,ni@columbia.edu,female,32
1088,Erin,er@columbia.edu,male,36
1089,Megan,me@columbia.edu,male,48
1090,Alex,al@columbia.edu,female,35
1091,Jason,ja@columbia.edu,male,23
1092,susan,su@columbia.edu,female,38
1093,Michael,mi@columbia.edu,male,40
1094,Tom,to@columbia.edu,female,50
1095,Kellen,ke@columbia.edu,male,41
1096,Trevor,tr@columbia.edu,male,18
1097,Erin,er@columbia.edu,male,19
1098,Amanda,am@columbia.edu,female,39
1099,Kim,ki@columbia.edu,male,27
1100,jessica,je@columbia.edu,male,30
1101,Brian,br@columbia.edu,male,41
1102,Hayden,ha@columbia.edu,male,11
1103,Aaron,aa@columbia.edu,male,44
1104,Brandon,br@columbia.edu,female,23
1105,Sandy,sa@columbia.edu,male,30
1106,Jason,ja@columbia.edu,female,13
1107,Teena,te@columbia.edu,female,22
1108,Edwin,ed@columbia.edu,male,29
1109,Eric,er@columbia.edu,female,48
1110,Peter,pe@columbia.edu,female,46
1111,Matt,ma@columbia.edu,male,49
1112,Nina,ni@columbia.edu,male,49
1113,Cherise,ch@columbia.edu,male,28
1114,Rhowela,rh@columbia.edu,male,13
1115,Pepper,pe@columbia.edu,female,13
1116,Tyler,ty@columbia.edu,male,41
1117,Miinkay,mi@columbia.edu,female,27
1118,v,v@columbia.edu,female,25
1119,Ariel,ar@columbia.edu,male,27
1120,Shannon,sh@columbia.edu,female,10
1121,Stefan,st@columbia.edu,female,24
1122,Brian,br@columbia.edu,female,19
1123,Steve,st@columbia.edu,female,45
1124,Jennifer,je@columbia.edu,male,28
1125,Howard,ho@columbia.edu,male,20
1126,Melissa,me@columbia.edu,female,34
1127,Elizabeth,el@columbia.edu,male,33
1128,Julia,ju@columbia.edu,female,27
1129,Chelsey,ch@columbia.edu,male,41
1130,Rob,ro@columbia.edu,male,24
1131,Darrell,da@columbia.edu,male,21
1132,Lori,lo@columbia.edu,male,37
1133,Kevin,ke@columbia.edu,male,38
1134,Mark,ma@columbia.edu,male,27
1135,Eddy,ed@columbia.edu,female,44
1136,Samu,sa@columbia.edu,male,10
1137,Tiffany,ti@columbia.edu,female,42
1138,Sara,sa@columbia.edu,female,17
1139,Francis,fr@columbia.edu,female,46
1140,John,jo@columbia.edu,female,37
1141,B,b@columbia.edu,female,47
1142,Maurizio,ma@columbia.edu,male,29
1143,Debbie,de@columbia.edu,female,28
1144,John,jo@columbia.edu,male,44
1145,Theresa,th@columbia.edu,male,21
1146,Dan,da@columbia.edu,male,37
1147,Randi,ra@columbia.edu,male,14
1148,Courtney,co@columbia.edu,male,38
1149,Jasmine,ja@columbia.edu,female,26
1150,Ming,mi@columbia.edu,male,43
1151,Eric,er@columbia.edu,female,16
1152,Vivian,vi@columbia.edu,male,25
1153,Heather,he@columbia.edu,female,29
1154,Toulee,to@columbia.edu,female,42
1155,Sophie,so@columbia.edu,female,27
1156,Ernie,er@columbia.edu,female,37
1157,Taylor,ta@columbia.edu,female,38
1158,Ronnie,ro@columbia.edu,male,20
1159,Stephanie,st@columbia.edu,female,29
1160,Tori,to@columbia.edu,male,39
1161,Khoa,kh@columbia.edu,male,25
1162,Desiree,de@columbia.edu,female,20
1163,Scott,sc@columbia.edu,male,10
1164,Jordan,jo@columbia.edu,female,19
1165,Aditya,ad@columbia.edu,male,36
1166,Lupe,lu@columbia.edu,male,28
1167,Meg,me@columbia.edu,female,49
1168,Jennifer,je@columbia.edu,male,34
1169,Bob,bo@columbia.edu,female,19
1170,Yume,yu@columbia.edu,male,45
1171,Rachel,ra@columbia.edu,male,33
1172,Chad,ch@columbia.edu,female,41
1173,Chow-time,ch@columbia.edu,male,34
1174,Rusty,ru@columbia.edu,female,42
1175,Sasitorn,sa@columbia.edu,female,22
1176,Ty,ty@columbia.edu,female,29
1177,Stephanie,st@columbia.edu,female,33
1178,Dave,da@columbia.edu,male,12
1179,david,da@columbia.edu,male,34
1180,Chris,ch@columbia.edu,male,15
1181,Gaurav,ga@columbia.edu,female,31
1182,Doris,do@columbia.edu,male,26
1183,Nisht,ni@columbia.edu,male,16
1184,albert,al@columbia.edu,male,19
1185,heather,he@columbia.edu,male,14
1186,Mike,mi@columbia.edu,male,15
1187,Aurora,au@columbia.edu,female,10
1188,Cecilia,ce@columbia.edu,female,20
1189,Ketsana,ke@columbia.edu,female,27
1190,Truthand,tr@columbia.edu,female,36
1191,Mark,ma@columbia.edu,male,21
1192,Rick,ri@columbia.edu,female,49
1193,Michelle,mi@columbia.edu,male,25
1194,s,s@columbia.edu,male,42
1195,Jacki,ja@columbia.edu,female,34
1196,Victoria,vi@columbia.edu,female,42
1197,Cary,ca@columbia.edu,male,24
1198,Robin,ro@columbia.edu,male,34
1199,Cynthia,cy@columbia.edu,male,21
1200,Trevor,tr@columbia.edu,female,42
1201,JOE,jo@columbia.edu,male,14
1202,Paige,pa@columbia.edu,male,24
1203,Joanna,jo@columbia.edu,male,40
1204,Mike,mi@columbia.edu,male,24
1205,George,ge@columbia.edu,male,31
1206,Stephanie,st@columbia.edu,male,28
1207,Matt,ma@columbia.edu,female,22
1208,Tara,ta@columbia.edu,male,35
1209,William,wi@columbia.edu,male,34
1210,Esther,es@columbia.edu,male,38
1211,Steven,st@columbia.edu,female,33
1212,AC,ac@columbia.edu,male,27
1213,Linda,li@columbia.edu,male,16
1214,Leonard,le@columbia.edu,female,13
1215,Gina,gi@columbia.edu,female,48
1216,Michael,mi@columbia.edu,male,47
1217,Jaime,ja@columbia.edu,male,38
1218,Daisy,da@columbia.edu,female,18
1219,Devon,de@columbia.edu,male,42
1220,Alise,al@columbia.edu,female,17
1221,Robbie,ro@columbia.edu,male,35
1222,Zion,zi@columbia.edu,male,45
1223,Nicole,ni@columbia.edu,female,16
1224,Heather,he@columbia.edu,female,45
1225,Peter,pe@columbia.edu,female,30
1226,Liza,li@columbia.edu,male,41
1227,Mark,ma@columbia.edu,female,42
1228,Emily,em@columbia.edu,female,10
1229,Brian,br@columbia.edu,male,21
1230,Dianna,di@columbia.edu,female,50
1231,Riana,ri@columbia.edu,male,43
1232,Beth,be@columbia.edu,female,16
1233,Joyce Anne,jo@columbia.edu,male,42
1234,Sally,sa@columbia.edu,female,45
1235,Nicola,ni@columbia.edu,female,31
1236,Rick,ri@columbia.edu,female,45
1237,Julie,ju@columbia.edu,male,12
1238,Lisa,li@columbia.edu,male,38
1239,Arul,ar@columbia.edu,female,15
1240,Amol,am@columbia.edu,male,37
1241,Andrea,an@columbia.edu,male,44
1242,Jeff,je@columbia.edu,male,40
1243,Dana,da@columbia.edu,male,39
1244,Amber,am@columbia.edu,female,29
1245,DeeAnn,de@columbia.edu,male,16
1246,Michael,mi@columbia.edu,female,49
1247,Christina,ch@columbia.edu,male,12
1248,Mario,ma@columbia.edu,male,30
1249,Dusty,du@columbia.edu,female,48
1250,Denise,de@columbia.edu,male,46
1251,Louise,lo@columbia.edu,female,38
1252,Kirsten,ki@columbia.edu,female,31
1253,Derek,de@columbia.edu,male,23
1254,Will,wi@columbia.edu,female,48
1255,Michelle,mi@columbia.edu,male,47
1256,Mama,ma@columbia.edu,female,32
1257,Nick,ni@columbia.edu,female,18
1258,Cindy,ci@columbia.edu,female,37
1259,Not,no@columbia.edu,male,13
1260,Tess,te@columbia.edu,female,34
1261,jordan,jo@columbia.edu,female,44
1262,Payal,pa@columbia.edu,male,14
1263,Xerus,xe@columbia.edu,male,24
1264,David,da@columbia.edu,male,36
1265,Mathew,ma@columbia.edu,female,19
1266,Mike,mi@columbia.edu,male,19
1267,Mansoor,ma@columbia.edu,female,37
1268,Ekesha,ek@columbia.edu,female,12
1269,Kyle,ky@columbia.edu,male,15
1270,Greg,gr@columbia.edu,male,17
1271,C,c@columbia.edu,male,50
1272,Esteve,es@columbia.edu,female,32
1273,Rachel,ra@columbia.edu,female,47
1274,George,ge@columbia.edu,female,28
1275,andrew,an@columbia.edu,male,35
1276,Erin,er@columbia.edu,male,26
1277,Thomas,th@columbia.edu,male,37
1278,Laurie,la@columbia.edu,male,44
1279,Keith,ke@columbia.edu,male,17
1280,Cecile,ce@columbia.edu,female,28
1281,Caitlin,ca@columbia.edu,male,34
1282,Amy,am@columbia.edu,male,33
1283,Jennifer,je@columbia.edu,female,10
1284,Kevan,ke@columbia.edu,female,23
1285,Bri,br@columbia.edu,female,40
1286,Pack,pa@columbia.edu,male,13
1287,Kris,kr@columbia.edu,female,26
1288,Jenn,je@columbia.edu,male,19
1289,Brian,br@columbia.edu,male,45
1290,Lucero,lu@columbia.edu,female,40
1291,Owen,ow@columbia.edu,male,41
1292,Gage,ga@columbia.edu,male,30
1293,Mark,ma@columbia.edu,female,28
1294,Jen,je@columbia.edu,female,23
1295,Rob,ro@columbia.edu,male,24
1296,Ellen,el@columbia.edu,male,50
1297,Ashley,as@columbia.edu,female,30
1298,Bapu,ba@columbia.edu,female,25
1299,Elliot,el@columbia.edu,male,25
1300,Shelley,sh@columbia.edu,female,19
1301,Barbara,ba@columbia.edu,female,47
1302,Ray,ra@columbia.edu,male,15
1303,C.,c.@columbia.edu,female,49
1304,Jenny,je@columbia.edu,male,11
1305,Tammara,ta@columbia.edu,male,15
1306,Russell,ru@columbia.edu,female,10
1307,Ruth,ru@columbia.edu,female,30
1308,Anna,an@columbia.edu,male,32
1309,Ellie,el@columbia.edu,male,24
1310,Richard,ri@columbia.edu,female,47
1311,Richard,ri@columbia.edu,female,11
1312,Lauren,la@columbia.edu,male,42
1313,PC,pc@columbia.edu,female,35
1314,Eduardo,ed@columbia.edu,female,26
1315,M,m@columbia.edu,male,39
1316,Athena,at@columbia.edu,female,38
1317,Alex,al@columbia.edu,male,13
1318,Justin,ju@columbia.edu,female,20
1319,Erik,er@columbia.edu,male,45
1320,Michelle,mi@columbia.edu,female,32
1321,Larissa,la@columbia.edu,male,15
1322,Sue,su@columbia.edu,female,14
1323,E,e@columbia.edu,male,43
1324,Heidi,he@columbia.edu,male,46
1325,Kitty,ki@columbia.edu,female,40
1326,Scott,sc@columbia.edu,male,15
1327,Megan,me@columbia.edu,female,45
1328,Alexander,al@columbia.edu,female,17
1329,Julie,ju@columbia.edu,male,49
1330,D,d@columbia.edu,male,48
1331,Mike,mi@columbia.edu,male,28
1332,Gerry,ge@columbia.edu,male,49
1333,Zach,za@columbia.edu,male,13
1334,Hank,ha@columbia.edu,female,43
1335,Galen,ga@columbia.edu,female,13
1336,April,ap@columbia.edu,male,18
1337,Janette,ja@columbia.edu,male,44
1338,Victor,vi@columbia.edu,female,35
1339,Chris,ch@columbia.edu,female,21
1340,Jamie,ja@columbia.edu,male,24
1341,C,c@columbia.edu,male,20
1342,Lou,lo@columbia.edu,female,28
1343,Steven,st@columbia.edu,male,15
1344,Nicole,ni@columbia.edu,female,24
1345,Lawrence,la@columbia.edu,male,20
1346,Michelle,mi@columbia.edu,male,29
1347,Vrushank,vr@columbia.edu,female,17
1348,Sherry,sh@columbia.edu,female,21
1349,S,s@columbia.edu,female,28
1350,Anna,an@columbia.edu,male,33
1351,glen,gl@columbia.edu,male,39
1352,natashka,na@columbia.edu,female,18
1353,Steven,st@columbia.edu,female,26
1354,R,r@columbia.edu,male,44
1355,Caroline,ca@columbia.edu,male,25
1356,David,da@columbia.edu,male,39
1357,Gabby,ga@columbia.edu,female,15
1358,J. William,j.@columbia.edu,male,20
1359,Santi,sa@columbia.edu,female,10
1360,stephanie,st@columbia.edu,female,25
1361,Jonathan,jo@columbia.edu,male,41
1362,dan,da@columbia.edu,female,17
1363,Lisa,li@columbia.edu,male,49
1364,Jack,ja@columbia.edu,female,17
1365,Wylan,wy@columbia.edu,male,33
1366,Tara,ta@columbia.edu,female,12
1367,Luis,lu@columbia.edu,female,34
1368,Bigwave,bi@columbia.edu,female,31
1369,Roger,ro@columbia.edu,male,43
1370,Brian,br@columbia.edu,male,32
1371,Delilah,de@columbia.edu,male,21
1372,Jr,jr@columbia.edu,male,11
1373,Kristina,kr@columbia.edu,female,30
1374,Rebecca,re@columbia.edu,male,31
1375,Kevin,ke@columbia.edu,male,13
1376,Russ,ru@columbia.edu,male,26
1377,Rob,ro@columbia.edu,female,49
1378,Tiffany,ti@columbia.edu,female,24
1379,Patrick,pa@columbia.edu,female,41
1380,Mark,ma@columbia.edu,male,18
1381,amy,am@columbia.edu,female,37
1382,Erilynn,er@columbia.edu,female,34
1383,Steven,st@columbia.edu,male,20
1384,Amy,am@columbia.edu,female,31
1385,Ashley,as@columbia.edu,female,27
1386,Alan,al@columbia.edu,male,49
1387,Isabel,is@columbia.edu,female,28
1388,Sonal,so@columbia.edu,male,39
1389,Ben,be@columbia.edu,female,39
1390,Jessi,je@columbia.edu,male,42
1391,Richard,ri@columbia.edu,male,17
1392,Zoe,zo@columbia.edu,male,38
1393,Jessica,je@columbia.edu,female,14
1394,Dean,de@columbia.edu,male,43
1395,Angel,an@columbia.edu,female,26
1396,Lee,le@columbia.edu,male,31
1397,Chase,ch@columbia.edu,male,21
1398,Kylin,ky@columbia.edu,female,14
1399,Devin,de@columbia.edu,male,26
1400,Jenn,je@columbia.edu,male,42
1401,Devin,de@columbia.edu,female,35
1402,Maggie,ma@columbia.edu,male,49
1403,Jeff,je@columbia.edu,female,17
1404,Teri,te@columbia.edu,male,23
1405,Melissa,me@columbia.edu,female,11
1406,Amanda,am@columbia.edu,male,11
1407,Verna,ve@columbia.edu,female,15
1408,Sarah,sa@columbia.edu,male,29
1409,Bart,ba@columbia.edu,female,12
1410,Becky,be@columbia.edu,female,46
1411,Mark,ma@columbia.edu,male,29
1412,Michael,mi@columbia.edu,male,35
1413,Ramona,ra@columbia.edu,male,37
1414,Karin,ka@columbia.edu,female,45
1415,Alexa,al@columbia.edu,female,22
1416,V,v@columbia.edu,female,42
1417,Gary,ga@columbia.edu,female,34
1418,Brook,br@columbia.edu,female,25
1419,Shannon,sh@columbia.edu,female,39
1420,Don,do@columbia.edu,female,25
1421,David,da@columbia.edu,female,15
1422,Mike,mi@columbia.edu,male,12
1423,Amanda,am@columbia.edu,male,39
1424,Bill,bi@columbia.edu,male,23
1425,Joseph,jo@columbia.edu,female,26
1426,Dennis,de@columbia.edu,male,32
1427,Brittney,br@columbia.edu,female,18
1428,Mo,mo@columbia.edu,male,26
1429,Nicole,ni@columbia.edu,male,15
1430,Kiki,ki@columbia.edu,female,32
1431,Scott,sc@columbia.edu,female,23
1432,Laura,la@columbia.edu,male,47
1433,Hope,ho@columbia.edu,female,27
1434,Rodrigo,ro@columbia.edu,female,17
1435,Tom,to@columbia.edu,female,13
1436,Stephen,st@columbia.edu,female,50
1437,Marty,ma@columbia.edu,female,40
1438,Michael,mi@columbia.edu,female,38
1439,Patrick,pa@columbia.edu,female,26
1440,Philip,ph@columbia.edu,female,19
1441,David,da@columbia.edu,female,16
1442,Chris and Annie,ch@columbia.edu,female,15
1443,Chris,ch@columbia.edu,female,37
1444,Laura,la@columbia.edu,female,39
1445,Danielle,da@columbia.edu,male,12
1446,Meredith,me@columbia.edu,male,24
1447,Trace,tr@columbia.edu,male,29
1448,Mindy,mi@columbia.edu,male,10
1449,Mishy,mi@columbia.edu,female,34
1450,Aileen,ai@columbia.edu,female,18
1451,John,jo@columbia.edu,male,46
1452,Sarah,sa@columbia.edu,female,24
1453,Michael,mi@columbia.edu,male,28
1454,Tamara,ta@columbia.edu,male,10
1455,Robert,ro@columbia.edu,female,18
1456,Stetson,st@columbia.edu,female,22
1457,Suchi,su@columbia.edu,male,23
1458,Bill,bi@columbia.edu,female,33
1459,Jennifer,je@columbia.edu,female,50
1460,Tony,to@columbia.edu,female,50
1461,Hyun Jung,hy@columbia.edu,male,36
1462,Leif,le@columbia.edu,male,38
1463,Natalee,na@columbia.edu,male,12
1464,Jonny,jo@columbia.edu,male,45
1465,James Roswell,ja@columbia.edu,male,12
1466,Sonia,so@columbia.edu,male,48
1467,David,da@columbia.edu,male,45
1468,Tanya,ta@columbia.edu,male,40
1469,Robyn,ro@columbia.edu,female,41
1470,Meagan,me@columbia.edu,male,39
1471,Chuck,ch@columbia.edu,male,43
1472,Sridevi,sr@columbia.edu,female,30
1473,kat,ka@columbia.edu,male,50
1474,Joshua,jo@columbia.edu,male,42
1475,Maria,ma@columbia.edu,male,17
1476,William,wi@columbia.edu,male,25
1477,Gary,ga@columbia.edu,male,41
1478,Jessie,je@columbia.edu,female,50
1479,Marilyn,ma@columbia.edu,female,17
